JMÉNO_ZVÍŘETE;TYP_ZVÍŘETE;GENDER
filthy mite;Tiger;Z
inquisitive chinchilla;Bear;M
low skink;Fox;Z
intimate echidna;Horse;M
rainy owl;Dog;Z
orthodox horse;Cat;M
occasional dormouse;Parrot;M
rival otter;Dog;M
deaf bear;Bear;M
voiceless shrimp;Donkey;M
official hookworm;Parrot;Z
young perch;Horse;M
painful clam;Dog;M
sharp moose;Parrot;Z
rapid fowl;Horse;Z
profitable donkey;Donkey;Z
spicy quokka;Donkey;Z
big stingray;Tiger;M
free gerbil;Dog;M
supporting booby;Parrot;Z
functional mink;Parrot;Z
competitive basilisk;Parrot;M
striped falcon;Lion;M
ripe galliform;Cat;Z
silent coral;Bear;M
dying flamingo;Horse;Z
doubtful elephant;Cat;Z
precise kingfisher;Cat;M
hostile silverfish;Dog;M
dusty yak;Bear;M
immense mole;Tiger;M
cold puma;Horse;Z
beautiful elephant;Donkey;M
watery donkey;Parrot;M
sleepy donkey;Parrot;Z
everyday harrier;Lion;Z
shallow dingo;Tiger;M
faithful alpaca;Parrot;M
evolutionary crayfish;Lizard;Z
unpleasant chameleon;Tiger;M
high peafowl;Fox;M
wild leopon;Parrot;Z
miniature hippopotamus;Lion;M
french worm;Donkey;Z
breakable clownfish;Dog;Z
friendly hummingbird;Lion;M
symbolic cobra;Donkey;M
unusual peafowl;Dog;Z
long scallop;Lizard;Z
brief dragon;Fox;Z
qualified albatross;Tiger;Z
favourable unicorn;Tiger;M
fierce bee;Tiger;M
educational lemming;Bear;M
spotty booby;Fox;M
previous horse;Lizard;M
beautiful swan;Bear;M
institutional tapir;Fox;M
equal swordfish;Cat;Z
ethical catfish;Bear;Z
negative vulture;Lion;M
light porcupine;Donkey;Z
painful koi;Parrot;M
gentle porcupine;Fox;Z
informal wolverine;Bear;Z
resulting swan;Donkey;M
ok grouse;Lizard;M
greasy donkey;Donkey;Z
widespread aardvark;Cat;M
flying porpoise;Lion;Z
frozen trout;Lizard;M
civil quelea;Horse;Z
excess canid;Fox;M
thorough squirrel;Horse;Z
melodic mackerel;Lizard;M
respective ladybug;Tiger;M
magnetic spoonbill;Lizard;M
able crawdad;Dog;M
different sailfish;Donkey;M
wicked partridge;Donkey;Z
zany lion;Dog;M
fine stingray;Cat;Z
pretty tyrannosaurus;Cat;Z
characteristic crocodile;Parrot;Z
black macaw;Parrot;Z
changing termite;Bear;Z
adverse elk;Tiger;Z
domestic python;Donkey;Z
expected wallaby;Bear;Z
actual shrew;Parrot;Z
united swordfish;Cat;Z
automatic kangaroo;Horse;Z
cute ermine;Dog;M
explicit gecko;Donkey;M
fundamental peafowl;Bear;M
lovely cockroach;Fox;Z
silly mink;Bear;M
quick egret;Lion;M
representative wildebeest;Tiger;M
precious boa;Lizard;M
sound whitefish;Tiger;Z
prior shrew;Tiger;M
legislative falcon;Horse;M
expected felidae;Parrot;M
funny tuna;Lizard;M
mental parrot;Lizard;Z
frail tarantula;Donkey;M
industrial sole;Fox;M
cloudy cheetah;Lizard;Z
hissing salmon;Bear;M
empty deer;Tiger;Z
quiet chipmunk;Cat;Z
accepted goldfish;Bear;M
classical vole;Parrot;M
comfortable slug;Bear;M
massive locust;Cat;M
creepy galliform;Bear;M
fixed sheep;Lizard;M
genetic jaguar;Lion;Z
icy galliform;Horse;M
different harrier;Tiger;M
rational shark;Lizard;Z
additional leopard;Horse;Z
average cat;Donkey;Z
ugly fox;Lion;M
grateful baboon;Parrot;Z
fluttering cockroach;Cat;Z
renewed basilisk;Cat;Z
lonely lynx;Donkey;Z
lively parrot;Horse;Z
junior sheep;Donkey;Z
blue stoat;Lion;M
invisible felidae;Lizard;M
medieval shark;Lion;M
unlikely rook;Lion;M
hidden antlion;Lion;Z
charming panther;Lizard;M
pale gopher;Donkey;Z
linear turtle;Fox;M
tame kite;Bear;Z
efficient spoonbill;Tiger;Z
tired tern;Donkey;Z
stupid whippet;Horse;M
involved chicken;Cat;Z
classical mandrill;Tiger;Z
precious unicorn;Cat;M
ill cicada;Lion;M
gleaming cardinal;Parrot;M
passing asp;Tiger;Z
coastal cephalopod;Lion;M
spontaneous llama;Cat;M
binding mole;Horse;Z
grateful amphibian;Fox;Z
empirical fox;Cat;Z
crude chameleon;Lion;M
peculiar coral;Donkey;Z
efficient caribou;Lizard;M
tender stork;Lion;M
male eel;Tiger;M
individual newt;Tiger;Z
slippery leech;Parrot;M
busy llama;Tiger;M
easy cattle;Lizard;Z
feminist koi;Donkey;M
outside skunk;Parrot;Z
registered mongoose;Lion;M
everyday ocelot;Lion;Z
filthy crayfish;Horse;Z
fierce dove;Parrot;M
misleading elephant;Parrot;M
developed antlion;Lion;Z
curved chicken;Fox;M
widespread cobra;Bear;Z
embarrassed boa;Cat;M
socialist jellyfish;Parrot;Z
nice raven;Tiger;M
deafening harrier;Horse;M
smoggy sole;Lizard;Z
vague hamster;Bear;Z
lesser rodent;Bear;Z
fascinating hippopotamus;Bear;Z
chief crane;Parrot;Z
joyous elephant;Lizard;M
gross goldfish;Lizard;M
senior squid;Parrot;Z
extra swordtail;Lizard;M
ideological moose;Fox;Z
uptight chickadee;Fox;M
shy roadrunner;Lion;Z
aggressive parakeet;Parrot;Z
envious puffin;Lizard;M
civic mollusk;Bear;M
reasonable duck;Dog;Z
grateful platypus;Lion;Z
ashamed snipe;Fox;M
eastern wombat;Lizard;M
registered sheep;Fox;Z
mighty fowl;Parrot;Z
entire goat;Cat;Z
blushing zebra;Cat;Z
distinct aphid;Dog;Z
payable spoonbill;Parrot;Z
old catshark;Fox;Z
parental dove;Fox;Z
middle flamingo;Horse;Z
stiff scorpion;Donkey;M
smiling iguana;Parrot;Z
emotional baboon;Fox;M
swiss iguana;Tiger;Z
presidential mammal;Tiger;M
human wolverine;Donkey;Z
ethnic finch;Donkey;Z
long smelt;Donkey;M
stormy clam;Donkey;M
spotless opossum;Lizard;M
easy marmot;Fox;M
visible tarsier;Lion;Z
thorough snake;Cat;Z
remote eagle;Lizard;Z
promising impala;Tiger;Z
worthwhile python;Donkey;M
principal marmoset;Horse;M
soft dingo;Parrot;M
confident heron;Horse;M
odd angelfish;Horse;M
consistent dragonfly;Fox;Z
prickly urial;Dog;Z
universal junglefowl;Parrot;M
flat coral;Bear;Z
rapid moose;Fox;Z
loose weasel;Lizard;Z
green hummingbird;Parrot;M
small hedgehog;Lion;M
funny tarantula;Lion;Z
sympathetic echidna;Lion;Z
legal turkey;Tiger;M
wee eagle;Bear;Z
stable dolphin;Dog;M
upset silverfish;Lion;M
impossible pike;Dog;Z
doubtful goldfish;Lizard;Z
magic squid;Cat;Z
honest piranha;Donkey;M
orthodox camel;Fox;Z
ugly lemming;Tiger;M
socialist porpoise;Donkey;Z
obliged rattlesnake;Bear;M
thirsty lark;Donkey;Z
poor ferret;Bear;Z
hard wolverine;Fox;M
western dolphin;Lizard;Z
fun krill;Donkey;Z
hostile aardwolf;Dog;M
silky antlion;Horse;M
dark snipe;Tiger;Z
unemployed canidae;Donkey;Z
crude impala;Dog;Z
underground boa;Parrot;Z
colourful python;Fox;M
mid swan;Cat;Z
practical gopher;Bear;M
selective albatross;Horse;Z
giant canidae;Horse;M
invisible slug;Fox;Z
artificial gerbil;Lion;M
compatible piranha;Parrot;Z
drunk shrew;Lizard;Z
impossible hare;Horse;Z
architectural silverfish;Fox;M
yellow landfowl;Parrot;M
loyal crab;Horse;Z
tame quelea;Donkey;M
swift rat;Parrot;M
willing chickadee;Fox;Z
marine capybara;Cat;M
regular heron;Horse;Z
slow alligator;Fox;Z
defensive junglefowl;Fox;Z
fat porpoise;Fox;Z
accused termite;Cat;Z
devoted clownfish;Lion;M
different goat;Lion;M
valuable octopus;Horse;Z
casual chimpanzee;Fox;Z
limited dog;Tiger;M
dry cockroach;Horse;Z
breezy warbler;Lion;M
fresh bat;Horse;Z
square firefly;Lizard;Z
technical cheetah;Tiger;Z
eligible grouse;Donkey;M
appropriate rabbit;Lizard;Z
inner anteater;Dog;Z
bad swordfish;Lizard;M
human newt;Cat;Z
christian mongoose;Parrot;M
uncomfortable marsupial;Dog;M
noble fly;Fox;M
real rabbit;Lion;Z
disappointed earwig;Horse;M
overwhelming skunk;Donkey;M
then tarantula;Lizard;Z
watery pig;Horse;Z
horrible asp;Bear;M
broken stoat;Parrot;Z
past peacock;Donkey;Z
breezy hawk;Tiger;M
fast ant;Dog;M
precise flamingo;Donkey;Z
enthusiastic yak;Cat;Z
registered mink;Lizard;M
dry butterfly;Dog;Z
agricultural condor;Bear;M
dying horse;Horse;Z
coastal dog;Lizard;M
grotesque wildfowl;Lizard;M
frail ant;Lion;M
various mongoose;Bear;M
blue flea;Fox;M
vast seahorse;Lion;M
surprising goat;Horse;M
just silverfish;Donkey;M
testy bonobo;Fox;M
helpless koi;Fox;Z
abstract koi;Dog;M
poor cod;Horse;M
pleasant eagle;Lion;Z
grubby rook;Lizard;M
relative goose;Cat;Z
fatal rook;Lizard;Z
depressed capybara;Bear;Z
illegal lark;Fox;Z
subtle gamefowl;Parrot;Z
bad hawk;Fox;M
envious mastodon;Lion;M
intense smelt;Horse;M
clear tern;Parrot;Z
hostile canid;Lizard;Z
interesting donkey;Tiger;M
fascinating stingray;Lion;M
ambitious donkey;Parrot;M
existing iguana;Horse;M
architectural falcon;Fox;M
artificial cuckoo;Lion;M
logical dragon;Tiger;Z
civic lizard;Dog;M
royal planarian;Lizard;M
organisational parrot;Bear;Z
social bison;Cat;M
satisfied wombat;Horse;M
disturbed dog;Parrot;M
scary jay;Tiger;Z
excellent cat;Fox;M
impressed earwig;Dog;M
overall ladybug;Dog;M
raw nightingale;Dog;M
unacceptable kingfisher;Fox;Z
delightful sheep;Lion;Z
tender wildcat;Lion;Z
steady rattlesnake;Dog;Z
fantastic reindeer;Cat;M
bored dormouse;Horse;M
inner turtle;Tiger;Z
deliberate cobra;Horse;Z
flat landfowl;Cat;M
rapid jay;Cat;M
cooing koala;Donkey;Z
charming heron;Bear;M
minimum donkey;Lizard;M
open tapir;Parrot;Z
unhappy centipede;Donkey;M
increased locust;Cat;Z
local shrew;Bear;Z
clear peafowl;Donkey;Z
famous coral;Lion;M
homeless stoat;Donkey;Z
revolutionary donkey;Cat;Z
stiff aphid;Lion;Z
chronic magpie;Lion;Z
ugly swordtail;Cat;M
breezy tiger;Parrot;M
commercial beaver;Cat;Z
nursing barracuda;Lion;M
evolutionary quelea;Parrot;M
wooden ladybug;Tiger;M
complete flyingfish;Tiger;Z
daily flea;Bear;Z
colourful cow;Lizard;M
casual termite;Bear;Z
mysterious alpaca;Lizard;M
breakable echidna;Lion;M
negative pelican;Parrot;Z
big platypus;Lizard;Z
entire gibbon;Tiger;M
scary buzzard;Lizard;Z
unfortunate raven;Tiger;M
open haddock;Cat;Z
secret bird;Lion;M
stable horse;Tiger;Z
passive cod;Donkey;M
flat ermine;Cat;M
difficult turtle;Dog;M
ugliest viper;Lizard;M
invisible pinniped;Donkey;Z
shallow gerbil;Lion;Z
healthy ferret;Lizard;Z
weird eel;Lion;Z
parallel python;Cat;M
outer marmot;Horse;M
great aphid;Bear;M
polite aphid;Tiger;M
accessible puffin;Parrot;M
managerial sparrow;Horse;Z
shaky fox;Tiger;M
spare primate;Donkey;Z
surviving catfish;Lizard;Z
common shrew;Lizard;Z
creepy scallop;Bear;M
smooth hare;Fox;M
asleep hippopotamus;Lizard;Z
static rodent;Cat;M
accused bird;Cat;Z
overseas gerbil;Lion;M
crooked pike;Lion;Z
convenient wombat;Fox;Z
renewed reptile;Tiger;M
frightened crow;Cat;M
selective eagle;Parrot;Z
chilly peafowl;Cat;Z
faint macaw;Dog;M
blonde limpet;Lion;Z
final panther;Parrot;M
vivacious chickadee;Fox;M
miserable goat;Dog;M
slimy tuna;Lizard;M
bumpy limpet;Cat;M
ambitious woodpecker;Tiger;M
hostile cephalopod;Cat;Z
handsome felidae;Lizard;M
deep aardvark;Lion;M
vivacious raccoon;Tiger;M
coherent termite;Horse;Z
legitimate stoat;Horse;Z
fine clownfish;Fox;M
grotesque hamster;Parrot;M
long bear;Dog;M
fellow stingray;Donkey;M
supporting lizard;Bear;M
dual hare;Horse;M
considerable whitefish;Parrot;Z
correct bat;Bear;Z
tasteless butterfly;Cat;M
Sound unicorn;Cat;M
provincial nightingale;Fox;M
tragic gecko;Bear;M
registered bird;Lion;Z
right cheetah;Cat;M
fortunate lynx;Bear;M
enormous rooster;Lion;Z
gleaming meadowlark;Fox;M
brainy amphibian;Donkey;M
big barracuda;Bear;Z
distinctive hare;Bear;Z
thin canid;Lion;M
capable cod;Horse;Z
constant wallaby;Lizard;Z
tall guineafowl;Cat;M
artistic yak;Bear;Z
advanced junglefowl;Lizard;M
conscious yak;Horse;M
successive amphibian;Donkey;Z
damp cattle;Donkey;Z
successful vulture;Bear;M
victorious antelope;Dog;Z
electoral buzzard;Horse;M
handsome earwig;Donkey;Z
slight hyena;Parrot;Z
wet dog;Donkey;M
subtle donkey;Bear;Z
proud mockingbird;Tiger;M
spare cat;Parrot;M
quaint cat;Parrot;Z
tan manatee;Dog;M
electronic stork;Bear;M
grateful snake;Donkey;M
continental ermine;Cat;Z
female flyingfish;Horse;Z
awkward sparrow;Parrot;Z
few pike;Horse;Z
black bovid;Dog;M
rational leopard;Fox;Z
scary jay;Dog;Z
electoral rodent;Horse;Z
teenage guan;Bear;M
objective snake;Lizard;Z
doubtful wolverine;Parrot;M
explicit constrictor;Horse;Z
combative cat;Tiger;Z
fuzzy silverfish;Dog;M
considerable bison;Fox;M
entitled wasp;Fox;Z
sparkling coyote;Parrot;Z
charming cuckoo;Tiger;Z
nosy shrew;Fox;Z
binding bonobo;Donkey;M
absolute jay;Tiger;Z
passive horse;Donkey;M
formal marmot;Lizard;Z
varied clownfish;Tiger;Z
worried meadowlark;Bear;M
delicious squid;Donkey;M
honest rhinoceros;Horse;Z
colossal hoverfly;Horse;Z
defiant cat;Dog;M
scary grasshopper;Horse;M
limited sole;Fox;M
worried booby;Lizard;M
gorgeous worm;Fox;M
petite penguin;Bear;M
extra coral;Bear;Z
missing tyrannosaurus;Tiger;M
red flyingfish;Fox;M
tight warbler;Horse;M
nearby leech;Lizard;M
historical stork;Lion;Z
thorough snake;Cat;M
exceptional swordtail;Donkey;Z
odd cheetah;Dog;M
imaginative lynx;Cat;M
suspicious snake;Tiger;M
sensible blackbird;Dog;Z
wooden snake;Parrot;M
slow kingfisher;Fox;M
abundant tern;Bear;Z
meaningful cat;Tiger;Z
excellent puffin;Parrot;M
experienced eagle;Tiger;M
ideal meadowlark;Fox;M
mammoth mole;Cat;Z
flying coyote;Dog;Z
suitable bison;Parrot;M
communist amphibian;Horse;Z
funny snail;Tiger;Z
ordinary pig;Lizard;M
accepted finch;Tiger;Z
vast chipmunk;Donkey;M
eldest tahr;Cat;M
spectacular wallaby;Horse;Z
grieving gull;Tiger;M
dear catfish;Parrot;M
clean tiglon;Fox;Z
blue ferret;Parrot;Z
eerie planarian;Dog;M
reduced grasshopper;Lion;Z
urgent narwhal;Lizard;M
sunny dinosaur;Dog;Z
evil goldfish;Parrot;Z
prepared grouse;Bear;Z
secret urial;Bear;Z
rare clam;Horse;M
jealous bonobo;Dog;Z
noble hamster;Lizard;M
general jackal;Lizard;Z
planned guppy;Dog;Z
mysterious starfish;Lizard;Z
elegant hummingbird;Donkey;M
consistent crawdad;Parrot;M
stale mandrill;Cat;Z
unnecessary alligator;Donkey;M
given hoverfly;Lion;M
breakable nightingale;Dog;Z
experimental sheep;Bear;M
secret marlin;Dog;M
frequent partridge;Dog;M
formal tyrannosaurus;Dog;M
vivacious sturgeon;Lion;Z
causal iguana;Parrot;Z
grim swordfish;Cat;M
gothic camel;Bear;Z
scary ptarmigan;Lion;M
practical vole;Fox;M
swift shark;Tiger;M
hard mackerel;Dog;M
living carp;Donkey;Z
slow wildfowl;Parrot;M
mental anglerfish;Horse;Z
continental shrimp;Horse;M
sexual flamingo;Horse;Z
limited weasel;Tiger;M
intermediate gayal;Parrot;Z
envious reindeer;Fox;M
foolish finch;Parrot;Z
efficient salmon;Cat;Z
tough swordtail;Horse;Z
logical elephant;Lizard;Z
spontaneous alpaca;Lion;Z
autonomous crawdad;Lizard;M
unwilling wolverine;Horse;Z
square penguin;Lizard;M
marxist earthworm;Bear;M
spiritual duck;Parrot;M
selective crawdad;Parrot;M
white flamingo;Horse;M
immense dingo;Fox;Z
powerful anteater;Lizard;Z
patient worm;Cat;M
intimate chipmunk;Lizard;Z
certain coral;Cat;Z
electoral koi;Cat;Z
upset landfowl;Parrot;M
linear turkey;Fox;Z
damp fowl;Cat;Z
growing vole;Donkey;M
flat nightingale;Cat;M
appropriate bobolink;Parrot;Z
worried bobolink;Parrot;M
unfair firefly;Bear;M
healthy scorpion;Donkey;Z
geographical starfish;Parrot;Z
spotty bison;Parrot;M
pregnant finch;Bear;M
frightened hornet;Fox;Z
fat guanaco;Horse;M
uniform landfowl;Donkey;M
crooked emu;Fox;Z
okay krill;Dog;Z
nearby mockingbird;Fox;M
helpful narwhal;Donkey;Z
odd hamster;Lizard;Z
ministerial crayfish;Horse;M
alternative condor;Fox;M
short crow;Donkey;M
actual marsupial;Donkey;Z
early planarian;Bear;Z
tired limpet;Cat;Z
impressive minnow;Dog;Z
experimental manatee;Lion;Z
petite lungfish;Lion;M
real grasshopper;Lion;M
due swift;Parrot;Z
technical goat;Donkey;M
adorable wasp;Horse;M
preliminary bovid;Cat;Z
objective hoverfly;Lion;Z
general landfowl;Lizard;Z
polite bovid;Bear;Z
amateur meerkat;Tiger;M
worthy toad;Parrot;Z
inappropriate crocodile;Donkey;Z
shaky reindeer;Lion;Z
square fowl;Tiger;Z
distinctive impala;Cat;M
squealing fly;Lizard;Z
upset hare;Donkey;M
low orangutan;Horse;Z
outside puma;Donkey;Z
residential urial;Donkey;M
wrong trout;Lizard;M
late chimpanzee;Lizard;M
massive fly;Donkey;M
additional peacock;Tiger;Z
linguistic silverfish;Fox;Z
apparent donkey;Horse;Z
heavy llama;Donkey;Z
marginal dingo;Fox;Z
horizontal fish;Lizard;M
scary dolphin;Lion;M
defensive gorilla;Lizard;M
homeless salamander;Tiger;M
spiritual meerkat;Parrot;Z
intensive donkey;Dog;M
still mandrill;Dog;M
sporting aardvark;Lizard;M
slow beaver;Dog;Z
mushy peacock;Horse;M
odd ptarmigan;Fox;M
sweet camel;Donkey;Z
crazy cricket;Fox;M
friendly halibut;Parrot;Z
confidential tarsier;Fox;Z
wet giraffe;Bear;M
brilliant spider;Lizard;M
heavy catshark;Parrot;M
social octopus;Lion;Z
circular cow;Cat;M
stupid smelt;Horse;M
sheer crow;Tiger;M
convincing condor;Tiger;Z
awful seahorse;Lion;M
right ant;Lizard;Z
medieval ocelot;Parrot;M
confidential planarian;Bear;Z
melodic marten;Tiger;Z
small cow;Parrot;Z
ugly squid;Horse;M
ministerial grasshopper;Horse;Z
impressive chimpanzee;Lion;M
splendid tortoise;Horse;M
gigantic fowl;Tiger;Z
natural salamander;Tiger;M
gross parrot;Lizard;M
warm crane;Bear;M
silent finch;Parrot;Z
amazing tapir;Lizard;Z
favourite dingo;Dog;M
crowded rat;Fox;M
presidential ox;Bear;M
quick whale;Fox;M
wrong armadillo;Fox;M
dead worm;Donkey;Z
wonderful whippet;Lion;Z
helpless rattlesnake;Horse;Z
pleased canidae;Bear;M
sour quokka;Fox;M
defensive pig;Bear;Z
terrible raccoon;Donkey;M
fair sailfish;Bear;M
static roadrunner;Bear;Z
clever gibbon;Tiger;Z
political chicken;Horse;Z
obnoxious boar;Parrot;M
enchanting jaguar;Lion;M
excess camel;Fox;Z
shiny octopus;Donkey;Z
ashamed fox;Donkey;M
surrounding lizard;Bear;M
inclined swift;Horse;M
boring ladybug;Bear;M
central sawfish;Tiger;Z
presidential galliform;Bear;Z
complex wallaby;Tiger;Z
very carp;Lizard;M
oral rabbit;Donkey;M
fierce constrictor;Donkey;M
intellectual tick;Lizard;Z
agricultural jaguar;Lizard;Z
ethnic wren;Lion;Z
relevant rhinoceros;Bear;M
national pike;Parrot;M
retired clownfish;Tiger;Z
multiple perch;Fox;M
gentle zebra;Lion;M
delicious haddock;Parrot;Z
little orca;Lizard;M
pretty butterfly;Donkey;M
dangerous jellyfish;Parrot;M
late cow;Horse;M
gentle asp;Lizard;M
fierce bobcat;Bear;Z
able cattle;Cat;M
colourful finch;Lizard;M
slow rabbit;Lion;Z
planned falcon;Horse;M
political starfish;Lion;M
impossible squirrel;Dog;Z
inappropriate falcon;Fox;M
dirty leech;Lizard;Z
accurate finch;Lizard;M
empty lamprey;Cat;M
striped clownfish;Tiger;M
driving peacock;Fox;M
misleading guan;Fox;Z
big lizard;Bear;Z
particular mink;Bear;Z
quickest whippet;Lion;Z
fashionable cuckoo;Lizard;Z
coastal slug;Lizard;Z
principal hoverfly;Bear;Z
simple hedgehog;Parrot;Z
soviet finch;Lizard;Z
naked horse;Lizard;Z
helpful quail;Bear;M
magnetic cougar;Bear;M
special toad;Lion;Z
remaining pig;Cat;Z
willing leopon;Parrot;Z
preliminary llama;Horse;M
mute swordfish;Lion;M
profitable minnow;Dog;M
supreme hippopotamus;Horse;M
wicked flyingfish;Tiger;M
hissing warbler;Bear;M
square crow;Fox;M
damaged macaw;Lizard;M
gradual possum;Cat;Z
tropical snake;Donkey;M
obnoxious worm;Cat;M
ancient octopus;Horse;M
royal vole;Horse;Z
doubtful hornet;Bear;M
regulatory lemur;Dog;M
stuck tiglon;Lion;M
skilled ocelot;Parrot;M
broken roadrunner;Horse;Z
decisive guanaco;Dog;M
only tapir;Dog;M
sensible swordfish;Dog;Z
conceptual centipede;Tiger;M
pretty panther;Donkey;M
lonely shrew;Fox;M
straightforward mandrill;Fox;M
faint crawdad;Cat;Z
soft toad;Cat;Z
grey ferret;Fox;Z
scientific finch;Parrot;Z
hushed lynx;Fox;Z
nosy kingfisher;Tiger;M
sour bandicoot;Horse;M
weak swan;Lion;Z
defiant louse;Cat;M
parental yak;Cat;M
confidential piranha;Bear;Z
smart anteater;Dog;Z
administrative firefly;Cat;Z
tame caterpillar;Tiger;Z
strict badger;Tiger;M
pleasant fox;Donkey;Z
constant rattlesnake;Horse;M
lesser salamander;Lizard;M
corresponding mole;Lizard;M
purring halibut;Horse;M
toxic muskox;Fox;Z
numerous guppy;Fox;Z
beautiful ox;Donkey;Z
eligible buzzard;Cat;Z
cruel tiger;Lizard;Z
linguistic boa;Tiger;Z
smooth heron;Bear;M
federal dormouse;Horse;M
bright stork;Parrot;M
extended whitefish;Tiger;Z
coherent catfish;Cat;Z
delicious fox;Lion;M
ugly sturgeon;Bear;M
supposed rat;Tiger;Z
uncomfortable panther;Tiger;M
front sparrow;Tiger;M
substantial mole;Cat;M
raspy iguana;Fox;Z
cloudy roadrunner;Cat;Z
determined antlion;Horse;M
drunk snail;Dog;M
numerous sparrow;Donkey;M
powerful cuckoo;Horse;M
funny flamingo;Horse;Z
complex tarantula;Lizard;M
likely lynx;Bear;Z
premier lemming;Dog;M
rubber alpaca;Parrot;M
handsome hedgehog;Tiger;Z
indirect bobolink;Lizard;M
invisible amphibian;Cat;M
outstanding dove;Tiger;Z
top dragon;Dog;Z
gradual pony;Dog;M
previous harrier;Lion;Z
alleged condor;Donkey;M
mutual salamander;Tiger;Z
forthcoming tuna;Dog;M
robust mandrill;Lizard;Z
vivid panther;Cat;Z
wild earwig;Tiger;M
harsh moth;Lizard;Z
socialist python;Fox;M
alive piranha;Tiger;M
nice cricket;Lizard;Z
quiet beetle;Fox;Z
green reindeer;Lizard;M
cruel aardwolf;Donkey;M
cultural wombat;Donkey;Z
smooth ape;Lizard;M
unique swift;Parrot;M
awful primate;Fox;Z
worldwide meerkat;Fox;Z
squealing koi;Dog;M
delicate lungfish;Donkey;Z
genuine cockroach;Tiger;Z
individual badger;Cat;Z
nice dragonfly;Parrot;M
printed gorilla;Parrot;M
formidable flea;Horse;Z
critical cattle;Lizard;M
molecular beetle;Donkey;Z
nice canidae;Lizard;M
similar yak;Horse;Z
dark grasshopper;Lizard;Z
great gecko;Bear;M
blue mammal;Parrot;Z
implicit ferret;Parrot;Z
broad lungfish;Fox;M
magnetic owl;Parrot;M
nearby wildfowl;Fox;M
mathematical whippet;Lion;M
sure slug;Horse;Z
late bird;Tiger;Z
tender cat;Lizard;Z
painful canid;Lion;Z
sensitive mosquito;Cat;Z
roasted python;Dog;Z
senior gibbon;Donkey;M
civic booby;Lizard;Z
convincing wolf;Parrot;Z
clean shrew;Parrot;M
experienced starfish;Lizard;Z
legitimate whale;Fox;Z
deliberate turtle;Donkey;M
nasty swan;Cat;M
fantastic lynx;Lizard;Z
maximum bandicoot;Lizard;Z
flying basilisk;Lizard;Z
quick tiger;Horse;M
sleepy caribou;Donkey;Z
simple mastodon;Fox;M
linear pinniped;Horse;Z
red xerinae;Parrot;Z
broad felidae;Horse;Z
interim mouse;Bear;Z
creative scorpion;Lizard;M
instant tarantula;Horse;Z
tasty goldfish;Horse;Z
miniature lemming;Parrot;M
living guppy;Fox;Z
expected cow;Donkey;Z
light cat;Lion;Z
worried jay;Parrot;M
ruling angelfish;Tiger;M
rare thrush;Parrot;M
small lemur;Fox;Z
relieved sturgeon;Lion;Z
swift lion;Tiger;M
uptight marmoset;Lion;Z
informal parrotfish;Tiger;Z
gentle chicken;Donkey;M
easy barracuda;Cat;Z
generous donkey;Tiger;M
intelligent dragon;Lion;Z
healthy squid;Lion;M
multiple primate;Fox;M
hot moth;Lion;M
dirty viper;Dog;M
missing xerinae;Tiger;Z
relieved echidna;Dog;Z
agreed canid;Fox;M
curious rat;Horse;M
thoughtful aphid;Dog;Z
neat frog;Bear;M
important caterpillar;Horse;M
little rook;Dog;M
